                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.9011,                 4.0113,                 4.0671,                0.00309,                0.96631,                0.04075,                0.01728,                  2.399,                  4.825,                 3.9401,             0.00046922,             0.00046922,             0.00046922
